product_id,name,category,subcategory,brand,price,rating,num_reviews,stock_quantity,description,content
100018,Novara Portable Flagship Phone,Electronics,Smartphones,Novara,1078.74,4.3,11,407,Portable flagship phone with long battery life.,novara portable flagship phone novara novara electronics electronics smartphones smartphones portable flagship phone with long battery life
100019,Lunetta Elegant Duffel Bag,Fashion,Bags,Lunetta,228.13,4.7,316,64,Elegant duffel bag featuring a timeless design.,lunetta elegant duffel bag lunetta lunetta fashion fashion bags bags elegant duffel bag featuring a timeless design
100020,Skyline Bluetooth Headphones,Electronics,Headphones,Skyline,1122.57,4.3,33,496,Bluetooth headphones with touch controls.,skyline bluetooth headphones skyline skyline electronics electronics headphones headphones bluetooth headphones with touch controls
100021,Boulevard Contemporary Pillow Set,Home & Kitchen,Bedding,Boulevard,348.51,4.9,131,253,Contemporary pillow set perfect for gifting.,boulevard contemporary pillow set boulevard boulevard home kitchen home kitchen bedding bedding contemporary pillow set perfect for gifting
100022,Vortix Reinforced Running Shoes,Sports & Outdoors,Running,Vortix,467.32,3.2,465,353,Reinforced running shoes with adjustable resistance levels.,vortix reinforced running shoes vortix vortix sports outdoors sports outdoors running running reinforced running shoes with adjustable resistance levels
100023,Wholesome Roots All-Natural Protein Powder,Groceries & Gourmet,Health Foods,Wholesome Roots,32.93,4.4,171,27,All-Natural protein powder sourced from trusted farms.,wholesome roots all natural protein powder wholesome roots wholesome roots groceries gourmet groceries gourmet health foods health foods all natural protein powder sourced from trusted farms
100024,Trailmark Weather-Resistant Hiking Boots,Sports & Outdoors,Hiking,Trailmark,437.97,4.2,37,266,Weather-Resistant hiking boots lightweight for easy carrying.,trailmark weather resistant hiking boots trailmark trailmark sports outdoors sports outdoors hiking hiking weather resistant hiking boots lightweight for easy carrying
100025,BrightMind Educational RC Helicopter,Toys & Games,Remote Control,BrightMind,106.13,4.4,50,66,Educational rc helicopter made with non-toxic materials.,brightmind educational rc helicopter brightmind brightmind toys games toys games remote control remote control educational rc helicopter made with non toxic materials
100026,Skyline Fast-Charging Ultrabook,Electronics,Laptops,Skyline,904.56,4.7,262,253,Fast-Charging ultrabook with voice assistant support.,skyline fast charging ultrabook skyline skyline electronics electronics laptops laptops fast charging ultrabook with voice assistant support
100027,Sunvalley Organic Ground Coffee,Groceries & Gourmet,Beverages,Sunvalley,43.12,4.2,317,23,Organic ground coffee perfect for a healthy lifestyle.,sunvalley organic ground coffee sunvalley sunvalley groceries gourmet groceries gourmet beverages beverages organic ground coffee perfect for a healthy lifestyle
100028,Folio & Fern Bestselling Self-Help Book,Books & Stationery,Non-Fiction,Folio & Fern,5.8,4.7,78,225,Bestselling self-help book perfect for students and professionals.,folio fern bestselling self help book folio fern folio fern books stationery books stationery non fiction non fiction bestselling self help book perfect for students and professionals
100029,Cassia Nourishing Mouthwash,Beauty & Personal Care,Oral Care,Cassia,67.09,4.5,114,41,"Nourishing mouthwash with a light, pleasant scent.",cassia nourishing mouthwash cassia cassia beauty personal care beauty personal care oral care oral care nourishing mouthwash with a light pleasant scent
100030,Tuscan Grove Foldable Saucepan,Home & Kitchen,Cookware,Tuscan Grove,144.78,4.1,1,331,Foldable saucepan made from high-quality materials.,tuscan grove foldable saucepan tuscan grove tuscan grove home kitchen home kitchen cookware cookware foldable saucepan made from high quality materials
100031,Aurablend Nourishing Mascara,Beauty & Personal Care,Makeup,Aurablend,37.8,4.0,603,283,"Nourishing mascara with a light, pleasant scent.",aurablend nourishing mascara aurablend aurablend beauty personal care beauty personal care makeup makeup nourishing mascara with a light pleasant scent
100032,Nestwell Elegant Coffee Table,Home & Kitchen,Furniture,Nestwell,336.21,3.5,191,488,Elegant coffee table with energy-efficient design.,nestwell elegant coffee table nestwell nestwell home kitchen home kitchen furniture furniture elegant coffee table with energy efficient design
100033,Sunvalley Freshly Roasted Salad Dressing,Groceries & Gourmet,Condiments,Sunvalley,27.21,4.1,10,213,Freshly Roasted salad dressing sourced from trusted farms.,sunvalley freshly roasted salad dressing sunvalley sunvalley groceries gourmet groceries gourmet condiments condiments freshly roasted salad dressing sourced from trusted farms
100034,Rosewell Long-Lasting Hair Trimmer,Beauty & Personal Care,Grooming Tools,Rosewell,80.16,3.0,43,474,Long-Lasting hair trimmer dermatologically tested.,rosewell long lasting hair trimmer rosewell rosewell beauty personal care beauty personal care grooming tools grooming tools long lasting hair trimmer dermatologically tested
100035,PureGlow Fragrance-Free Mouthwash,Beauty & Personal Care,Oral Care,PureGlow,41.11,4.0,80,264,Fragrance-Free mouthwash helps restore natural glow.,pureglow fragrance free mouthwash pureglow pureglow beauty personal care beauty personal care oral care oral care fragrance free mouthwash helps restore natural glow
100036,Britek Fast-Charging 2-in-1 Tablet,Electronics,Tablets,Britek,1295.61,4.1,447,387,Fast-Charging 2-in-1 tablet for everyday use.,britek fast charging 2 in 1 tablet britek britek electronics electronics tablets tablets fast charging 2 in 1 tablet for everyday use
100037,Vantro Handcrafted Analog Watch,Fashion,Watches,Vantro,140.03,3.1,600,81,Handcrafted analog watch featuring a timeless design.,vantro handcrafted analog watch vantro vantro fashion fashion watches watches handcrafted analog watch featuring a timeless design
100038,Ironclad Adjustable Running Shoes,Sports & Outdoors,Running,Ironclad,337.64,4.1,59,473,Adjustable running shoes for year-round use.,ironclad adjustable running shoes ironclad ironclad sports outdoors sports outdoors running running adjustable running shoes for year round use
100039,Bloomrise Refreshing Lipstick,Beauty & Personal Care,Makeup,Bloomrise,81.86,4.1,231,7,Refreshing lipstick free from harsh chemicals.,bloomrise refreshing lipstick bloomrise bloomrise beauty personal care beauty personal care makeup makeup refreshing lipstick free from harsh chemicals
100040,Rootstock Gluten-Free Chips Pack,Groceries & Gourmet,Snacks,Rootstock,41.31,5.0,105,61,Gluten-Free chips pack great as a snack or ingredient.,rootstock gluten free chips pack rootstock rootstock groceries gourmet groceries gourmet snacks snacks gluten free chips pack great as a snack or ingredient
100041,Aurablend Nourishing Face Moisturizer,Beauty & Personal Care,Skincare,Aurablend,77.25,4.0,268,133,Nourishing face moisturizer helps restore natural glow.,aurablend nourishing face moisturizer aurablend aurablend beauty personal care beauty personal care skincare skincare nourishing face moisturizer helps restore natural glow
100042,Clearview Elegant Toaster,Home & Kitchen,Kitchen Appliances,Clearview,228.89,4.0,236,102,Elegant toaster adds a stylish touch to any room.,clearview elegant toaster clearview clearview home kitchen home kitchen kitchen appliances kitchen appliances elegant toaster adds a stylish touch to any room
100043,Inkwell Illustrated Desk Organizer,Books & Stationery,Office Supplies,Inkwell,32.9,4.5,37,126,Illustrated desk organizer great for journaling and note-taking.,inkwell illustrated desk organizer inkwell inkwell books stationery books stationery office supplies office supplies illustrated desk organizer great for journaling and note taking
100044,Kindred Casual Ring,Fashion,Jewelry,Kindred,243.85,3.7,8,27,Casual ring available in multiple colors.,kindred casual ring kindred kindred fashion fashion jewelry jewelry casual ring available in multiple colors
100045,Scriptus Premium Fountain Pen,Books & Stationery,Pens & Pencils,Scriptus,49.91,3.9,39,24,Premium fountain pen with high-quality binding.,scriptus premium fountain pen scriptus scriptus books stationery books stationery pens pencils pens pencils premium fountain pen with high quality binding
100046,Sunvalley Small-Batch Multivitamin Gummies,Groceries & Gourmet,Health Foods,Sunvalley,14.25,4.1,537,45,Small-Batch multivitamin gummies perfect for a healthy lifestyle.,sunvalley small batch multivitamin gummies sunvalley sunvalley groceries gourmet groceries gourmet health foods health foods small batch multivitamin gummies perfect for a healthy lifestyle
100047,Surge Weather-Resistant Swim Cap,Sports & Outdoors,Swimming,Surge,44.24,4.4,134,489,Weather-Resistant swim cap for intense training sessions.,surge weather resistant swim cap surge surge sports outdoors sports outdoors swimming swimming weather resistant swim cap for intense training sessions
100048,Pixor Lightweight Gaming Keyboard,Electronics,Gaming Accessories,Pixor,1260.3,4.6,34,409,Lightweight gaming keyboard for professionals.,pixor lightweight gaming keyboard pixor pixor electronics electronics gaming accessories gaming accessories lightweight gaming keyboard for professionals
100049,Skyline Premium Hybrid Watch,Electronics,Smartwatches,Skyline,1132.28,3.8,235,56,Premium hybrid watch with water resistance.,skyline premium hybrid watch skyline skyline electronics electronics smartwatches smartwatches premium hybrid watch with water resistance
100050,Lettermark Illustrated Picture Book,Books & Stationery,Children's Books,Lettermark,59.56,3.5,28,186,Illustrated picture book with high-quality binding.,lettermark illustrated picture book lettermark lettermark books stationery books stationery children s books children s books illustrated picture book with high quality binding
100051,Tuscan Grove Rustic Office Chair,Home & Kitchen,Furniture,Tuscan Grove,92.34,3.9,209,492,Rustic office chair great for daily household use.,tuscan grove rustic office chair tuscan grove tuscan grove home kitchen home kitchen furniture furniture rustic office chair great for daily household use
100052,Greengrove Freshly Roasted Fruit Juice Pack,Groceries & Gourmet,Beverages,Greengrove,41.76,4.3,56,41,Freshly Roasted fruit juice pack made with premium ingredients.,greengrove freshly roasted fruit juice pack greengrove greengrove groceries gourmet groceries gourmet beverages beverages freshly roasted fruit juice pack made with premium ingredients
100053,Halcyon Ultra HD Action Camera,Electronics,Cameras,Halcyon,740.64,4.6,88,429,Ultra HD action camera for everyday use.,halcyon ultra hd action camera halcyon halcyon electronics electronics cameras cameras ultra hd action camera for everyday use
100054,PeakForm Shock-Absorbing Swim Fins,Sports & Outdoors,Swimming,PeakForm,197.77,4.1,20,210,Shock-Absorbing swim fins designed for maximum comfort.,peakform shock absorbing swim fins peakform peakform sports outdoors sports outdoors swimming swimming shock absorbing swim fins designed for maximum comfort
100055,Kindred Minimalist Polarized Sunglasses,Fashion,Sunglasses,Kindred,135.16,3.1,42,155,Minimalist polarized sunglasses with adjustable strap.,kindred minimalist polarized sunglasses kindred kindred fashion fashion sunglasses sunglasses minimalist polarized sunglasses with adjustable strap
100056,Marbella Trendy Cardigan,Fashion,Women's Clothing,Marbella,55.18,3.7,331,412,Trendy cardigan featuring a timeless design.,marbella trendy cardigan marbella marbella fashion fashion women s clothing women s clothing trendy cardigan featuring a timeless design
100057,Lumière Nourishing Body Lotion,Beauty & Personal Care,Bath & Body,Lumière,86.94,4.3,169,277,Nourishing body lotion suitable for all skin types.,lumi re nourishing body lotion lumi re lumi re beauty personal care beauty personal care bath body bath body nourishing body lotion suitable for all skin types
100058,Cazuela Multi-Purpose Cleaning Kit,Home & Kitchen,Cleaning Supplies,Cazuela,145.31,4.4,84,270,Multi-Purpose cleaning kit adds a stylish touch to any room.,cazuela multi purpose cleaning kit cazuela cazuela home kitchen home kitchen cleaning supplies cleaning supplies multi purpose cleaning kit adds a stylish touch to any room
100059,Paperloom Bestselling Activity Book,Books & Stationery,Children's Books,Paperloom,33.19,3.8,317,311,Bestselling activity book compact enough to carry anywhere.,paperloom bestselling activity book paperloom paperloom books stationery books stationery children s books children s books bestselling activity book compact enough to carry anywhere
100060,Farmside Non-GMO Granola Bars,Groceries & Gourmet,Snacks,Farmside,39.09,4.7,43,230,Non-GMO granola bars sourced from trusted farms.,farmside non gmo granola bars farmside farmside groceries gourmet groceries gourmet snacks snacks non gmo granola bars sourced from trusted farms
100061,Paperloom Bestselling History Book,Books & Stationery,Non-Fiction,Paperloom,48.21,4.5,24,120,Bestselling history book perfect for students and professionals.,paperloom bestselling history book paperloom paperloom books stationery books stationery non fiction non fiction bestselling history book perfect for students and professionals
100062,Vantro Vintage-Style Sandals,Fashion,Footwear,Vantro,26.11,3.4,86,83,Vintage-Style sandals with a comfortable fit.,vantro vintage style sandals vantro vantro fashion fashion footwear footwear vintage style sandals with a comfortable fit
100063,Whimsy Works Colorful Action Figure,Toys & Games,Action Figures,Whimsy Works,82.81,3.4,5,378,Colorful action figure helps develop motor skills.,whimsy works colorful action figure whimsy works whimsy works toys games toys games action figures action figures colorful action figure helps develop motor skills
100064,Paperloom Recycled Sketchbook,Books & Stationery,Notebooks,Paperloom,15.17,2.8,51,299,Recycled sketchbook great for journaling and note-taking.,paperloom recycled sketchbook paperloom paperloom books stationery books stationery notebooks notebooks recycled sketchbook great for journaling and note taking
100065,Rosewell Gentle Nail Kit,Beauty & Personal Care,Grooming Tools,Rosewell,10.76,4.6,51,249,Gentle nail kit free from harsh chemicals.,rosewell gentle nail kit rosewell rosewell beauty personal care beauty personal care grooming tools grooming tools gentle nail kit free from harsh chemicals
100066,Altitude Adjustable Camping Stove,Sports & Outdoors,Camping Gear,Altitude,538.32,4.3,356,454,Adjustable camping stove with quick-dry material.,altitude adjustable camping stove altitude altitude sports outdoors sports outdoors camping gear camping gear adjustable camping stove with quick dry material
100067,Meadowbrook Small-Batch Organic Quinoa,Groceries & Gourmet,Organic Foods,Meadowbrook,41.58,4.7,224,467,Small-Batch organic quinoa no artificial preservatives.,meadowbrook small batch organic quinoa meadowbrook meadowbrook groceries gourmet groceries gourmet organic foods organic foods small batch organic quinoa no artificial preservatives
100068,Coastline Trendy Dress,Fashion,Women's Clothing,Coastline,116.29,3.2,96,176,Trendy dress featuring a timeless design.,coastline trendy dress coastline coastline fashion fashion women s clothing women s clothing trendy dress featuring a timeless design
100069,Ironclad Weather-Resistant Exercise Bike,Sports & Outdoors,Fitness Equipment,Ironclad,451.06,4.2,40,195,Weather-Resistant exercise bike ideal for beginners and pros alike.,ironclad weather resistant exercise bike ironclad ironclad sports outdoors sports outdoors fitness equipment fitness equipment weather resistant exercise bike ideal for beginners and pros alike
100070,Skyline Bluetooth Tablet,Electronics,Tablets,Skyline,498.12,3.5,264,409,Bluetooth tablet with voice assistant support.,skyline bluetooth tablet skyline skyline electronics electronics tablets tablets bluetooth tablet with voice assistant support
100071,Lumora Elegant Floor Lamp,Home & Kitchen,Lighting,Lumora,57.77,3.6,151,402,Elegant floor lamp perfect for gifting.,lumora elegant floor lamp lumora lumora home kitchen home kitchen lighting lighting elegant floor lamp perfect for gifting
100072,Sagepage Illustrated Spiral Notebook,Books & Stationery,Notebooks,Sagepage,26.04,4.6,35,375,Illustrated spiral notebook great for creative projects.,sagepage illustrated spiral notebook sagepage sagepage books stationery books stationery notebooks notebooks illustrated spiral notebook great for creative projects
100073,Lettermark Bestselling Weekly Planner,Books & Stationery,Planners,Lettermark,30.91,3.8,147,81,Bestselling weekly planner compact enough to carry anywhere.,lettermark bestselling weekly planner lettermark lettermark books stationery books stationery planners planners bestselling weekly planner compact enough to carry anywhere
100074,Halcyon Portable 2-in-1 Tablet,Electronics,Tablets,Halcyon,111.6,3.9,15,339,Portable 2-in-1 tablet with long battery life.,halcyon portable 2 in 1 tablet halcyon halcyon electronics electronics tablets tablets portable 2 in 1 tablet with long battery life
100075,Lunetta Trendy Shirt,Fashion,Men's Clothing,Lunetta,166.44,3.9,260,73,Trendy shirt made from breathable fabric.,lunetta trendy shirt lunetta lunetta fashion fashion men s clothing men s clothing trendy shirt made from breathable fabric
100076,Lettermark Hardcover Gel Pen Set,Books & Stationery,Pens & Pencils,Lettermark,32.52,4.5,371,331,Hardcover gel pen set with a durable cover.,lettermark hardcover gel pen set lettermark lettermark books stationery books stationery pens pencils pens pencils hardcover gel pen set with a durable cover
100077,Golden Fields Non-GMO Organic Honey,Groceries & Gourmet,Organic Foods,Golden Fields,35.74,4.0,253,398,Non-GMO organic honey carefully crafted for taste and quality.,golden fields non gmo organic honey golden fields golden fields groceries gourmet groceries gourmet organic foods organic foods non gmo organic honey carefully crafted for taste and quality
100078,Cazuela Durable Air Fryer,Home & Kitchen,Kitchen Appliances,Cazuela,231.62,4.1,60,10,Durable air fryer perfect for gifting.,cazuela durable air fryer cazuela cazuela home kitchen home kitchen kitchen appliances kitchen appliances durable air fryer perfect for gifting
100079,Halcyon Portable Flagship Phone,Electronics,Smartphones,Halcyon,1273.04,3.9,368,220,Portable flagship phone with sleek aluminum body.,halcyon portable flagship phone halcyon halcyon electronics electronics smartphones smartphones portable flagship phone with sleek aluminum body
100080,Altitude Weather-Resistant Dumbbell Set,Sports & Outdoors,Fitness Equipment,Altitude,561.18,4.5,301,215,Weather-Resistant dumbbell set ideal for beginners and pros alike.,altitude weather resistant dumbbell set altitude altitude sports outdoors sports outdoors fitness equipment fitness equipment weather resistant dumbbell set ideal for beginners and pros alike
100081,Sprout & Co Interactive RC Helicopter,Toys & Games,Remote Control,Sprout & Co,9.69,3.4,19,2,Interactive rc helicopter perfect for indoor or outdoor play.,sprout co interactive rc helicopter sprout co sprout co toys games toys games remote control remote control interactive rc helicopter perfect for indoor or outdoor play
100082,Marbella Slim-Fit Scarf,Fashion,Accessories,Marbella,63.03,4.7,235,176,Slim-Fit scarf designed for all seasons.,marbella slim fit scarf marbella marbella fashion fashion accessories accessories slim fit scarf designed for all seasons
100083,Ivy & Oak Durable Toaster,Home & Kitchen,Kitchen Appliances,Ivy & Oak,299.26,4.0,168,134,Durable toaster perfect for gifting.,ivy oak durable toaster ivy oak ivy oak home kitchen home kitchen kitchen appliances kitchen appliances durable toaster perfect for gifting
100084,Lunetta Slim-Fit Skirt,Fashion,Women's Clothing,Lunetta,164.94,3.9,46,289,Slim-Fit skirt with reinforced stitching.,lunetta slim fit skirt lunetta lunetta fashion fashion women s clothing women s clothing slim fit skirt with reinforced stitching
100085,Folio & Fern Illustrated Stapler Set,Books & Stationery,Office Supplies,Folio & Fern,9.84,4.5,114,334,Illustrated stapler set with a durable cover.,folio fern illustrated stapler set folio fern folio fern books stationery books stationery office supplies office supplies illustrated stapler set with a durable cover
100086,Vantro Modern Sunglasses,Fashion,Sunglasses,Vantro,161.01,4.0,208,247,Modern sunglasses made from breathable fabric.,vantro modern sunglasses vantro vantro fashion fashion sunglasses sunglasses modern sunglasses made from breathable fabric
100087,Rootstock Whole Grain Granola Bars,Groceries & Gourmet,Snacks,Rootstock,36.39,4.6,156,230,Whole Grain granola bars no artificial preservatives.,rootstock whole grain granola bars rootstock rootstock groceries gourmet groceries gourmet snacks snacks whole grain granola bars no artificial preservatives
100088,Surge Heavy-Duty Trekking Poles,Sports & Outdoors,Hiking,Surge,170.26,4.6,242,8,Heavy-Duty trekking poles designed for maximum comfort.,surge heavy duty trekking poles surge surge sports outdoors sports outdoors hiking hiking heavy duty trekking poles designed for maximum comfort
100089,Lumière Vegan Nail Kit,Beauty & Personal Care,Grooming Tools,Lumière,12.03,4.3,20,4,Vegan nail kit paraben-free formula.,lumi re vegan nail kit lumi re lumi re beauty personal care beauty personal care grooming tools grooming tools vegan nail kit paraben free formula
100090,Joybound Safe Action Figure,Toys & Games,Action Figures,Joybound,50.81,4.6,220,236,Safe action figure easy to assemble.,joybound safe action figure joybound joybound toys games toys games action figures action figures safe action figure easy to assemble
100091,Tuscan Grove Multi-Purpose Bed Sheet Set,Home & Kitchen,Bedding,Tuscan Grove,64.2,4.2,1,379,Multi-Purpose bed sheet set perfect for gifting.,tuscan grove multi purpose bed sheet set tuscan grove tuscan grove home kitchen home kitchen bedding bedding multi purpose bed sheet set perfect for gifting
100092,PureGlow Cruelty-Free Perfume,Beauty & Personal Care,Fragrances,PureGlow,52.77,4.6,36,489,Cruelty-Free perfume gentle enough for sensitive skin.,pureglow cruelty free perfume pureglow pureglow beauty personal care beauty personal care fragrances fragrances cruelty free perfume gentle enough for sensitive skin
100093,Chapter & Verse Recycled Acrylic Paint Set,Books & Stationery,Art Supplies,Chapter & Verse,29.83,4.8,73,41,Recycled acrylic paint set made from recycled paper.,chapter verse recycled acrylic paint set chapter verse chapter verse books stationery books stationery art supplies art supplies recycled acrylic paint set made from recycled paper
100094,Vantro Vintage-Style Scarf,Fashion,Accessories,Vantro,82.74,5.0,98,487,Vintage-Style scarf made from breathable fabric.,vantro vintage style scarf vantro vantro fashion fashion accessories accessories vintage style scarf made from breathable fabric
100095,Momentum All-Terrain Running Shorts,Sports & Outdoors,Running,Momentum,145.96,4.8,4,36,All-Terrain running shorts with quick-dry material.,momentum all terrain running shorts momentum momentum sports outdoors sports outdoors running running all terrain running shorts with quick dry material
100096,Clearview Contemporary Shelving Unit,Home & Kitchen,Storage,Clearview,370.4,4.5,169,121,Contemporary shelving unit ideal for small kitchens.,clearview contemporary shelving unit clearview clearview home kitchen home kitchen storage storage contemporary shelving unit ideal for small kitchens
100097,Clearview Contemporary Bed Sheet Set,Home & Kitchen,Bedding,Clearview,372.15,3.8,46,265,Contemporary bed sheet set with energy-efficient design.,clearview contemporary bed sheet set clearview clearview home kitchen home kitchen bedding bedding contemporary bed sheet set with energy efficient design
100098,Harvest & Co All-Natural Oatmeal Pack,Groceries & Gourmet,Breakfast Foods,Harvest & Co,8.88,4.2,191,220,All-Natural oatmeal pack perfect for a healthy lifestyle.,harvest co all natural oatmeal pack harvest co harvest co groceries gourmet groceries gourmet breakfast foods breakfast foods all natural oatmeal pack perfect for a healthy lifestyle
100099,Altitude Anti-Slip Cycling Gloves,Sports & Outdoors,Cycling,Altitude,206.56,4.2,149,277,Anti-Slip cycling gloves designed for maximum comfort.,altitude anti slip cycling gloves altitude altitude sports outdoors sports outdoors cycling cycling anti slip cycling gloves designed for maximum comfort
100100,Skyline Compact Ultrabook,Electronics,Laptops,Skyline,193.0,4.4,58,95,Compact ultrabook with long battery life.,skyline compact ultrabook skyline skyline electronics electronics laptops laptops compact ultrabook with long battery life
100101,Halcyon Fast-Charging Game Controller,Electronics,Gaming Accessories,Halcyon,1218.87,3.8,142,412,Fast-Charging game controller for professionals.,halcyon fast charging game controller halcyon halcyon electronics electronics gaming accessories gaming accessories fast charging game controller for professionals
100102,Whimsy Works Fun Bubble Machine,Toys & Games,Outdoor Toys,Whimsy Works,9.01,4.5,138,77,Fun bubble machine encourages creative play.,whimsy works fun bubble machine whimsy works whimsy works toys games toys games outdoor toys outdoor toys fun bubble machine encourages creative play
100103,Cassia Hydrating Eyeshadow Palette,Beauty & Personal Care,Makeup,Cassia,75.01,4.3,172,385,Hydrating eyeshadow palette free from harsh chemicals.,cassia hydrating eyeshadow palette cassia cassia beauty personal care beauty personal care makeup makeup hydrating eyeshadow palette free from harsh chemicals
100104,Pixor Premium Headphones,Electronics,Headphones,Pixor,1128.18,3.6,16,118,Premium headphones with high-resolution display.,pixor premium headphones pixor pixor electronics electronics headphones headphones premium headphones with high resolution display
100105,Tinker Tots Safe Kite,Toys & Games,Outdoor Toys,Tinker Tots,131.08,3.9,289,262,Safe kite a fun gift for kids.,tinker tots safe kite tinker tots tinker tots toys games toys games outdoor toys outdoor toys safe kite a fun gift for kids
100106,Nuvox Noise-Cancelling Laptop,Electronics,Laptops,Nuvox,826.85,3.9,135,253,Noise-Cancelling laptop for everyday use.,nuvox noise cancelling laptop nuvox nuvox electronics electronics laptops laptops noise cancelling laptop for everyday use
100107,Nuvox Bluetooth Hybrid Watch,Electronics,Smartwatches,Nuvox,843.78,4.1,77,317,Bluetooth hybrid watch with water resistance.,nuvox bluetooth hybrid watch nuvox nuvox electronics electronics smartwatches smartwatches bluetooth hybrid watch with water resistance
100108,Quantex Premium Tablet,Electronics,Tablets,Quantex,109.11,3.9,171,272,Premium tablet with long battery life.,quantex premium tablet quantex quantex electronics electronics tablets tablets premium tablet with long battery life
100109,Novella Co Recycled Activity Book,Books & Stationery,Children's Books,Novella Co,27.15,4.5,305,371,Recycled activity book great for creative projects.,novella co recycled activity book novella co novella co books stationery books stationery children s books children s books recycled activity book great for creative projects
100110,Lettermark Bestselling Mechanical Pencil,Books & Stationery,Pens & Pencils,Lettermark,27.56,3.6,51,485,Bestselling mechanical pencil great for journaling and note-taking.,lettermark bestselling mechanical pencil lettermark lettermark books stationery books stationery pens pencils pens pencils bestselling mechanical pencil great for journaling and note taking
